env, ud, task, x, y, div, rank
control,7207,8,41,39,1.01543127956,28.3888888889
control,1783,4,38,40,1.27326968952,96.9722222222
control,1159,1,46,58,0.0,0.0
control,2871,3,0,49,1.67290559532,82.6666666667
control,1423,2,43,37,0.529360865287,92.5555555556
control,2175,5,25,22,1.56567805525,85.5555555556
control,2350,7,55,19,2.11293503962,97.1111111111
control,2850,7,59,53,1.6879430946,82.25
control,806,1,43,45,0.998845535995,99.1388888889
control,1520,5,53,51,0.904381457724,83.3055555556
control,1679,3,50,45,1.49366068969,94.6666666667
control,2255,6,40,42,1.14523577947,68.8611111111
control,1343,2,53,46,1.51662381108,99.9444444444
control,1312,4,54,46,0.402179190202,71.4444444444
control,14754,8,44,24,1.5394705708,65.1111111111
control,4372,3,25,36,1.58296619547,85.0277777778
control,9148,9,46,47,1.80735181444,75.5833333333
control,1434,2,32,26,0.0,0.0
control,4566,7,23,14,0.916118213778,34.0
control,4285,5,56,52,1.03504027938,66.7777777778
control,13243,8,4,2,1.10631371386,32.75
control,1346,1,31,50,0.0,0.0
control,4113,6,9,41,1.15854883189,82.2777777778
control,3582,4,12,50,0.242292189082,82.8611111111
control,22952,9,53,54,1.73366068969,88.75
control,2325,2,46,22,0.795040279385,98.3611111111
control,3507,5,34,39,1.2994705708,74.8055555556
control,2188,1,43,26,0.0,0.0
control,5004,7,5,24,0.916118213778,43.75
control,10400,3,6,45,0.996118213778,47.3611111111
control,3125,4,35,26,1.13131468865,95.3888888889
control,18925,8,6,41,1.09712456976,31.2777777778
control,4940,6,14,39,0.866313713865,32.2777777778
control,1979,5,51,17,1.56943203625,94.5
control,15880,9,6,50,1.70438145772,61.5555555556
control,1281,6,22,6,1.27326968952,98.6666666667
control,2139,7,22,21,1.22523577947,60.1944444444
control,1396,3,34,16,1.40936086529,99.8611111111
control,1025,2,18,11,0.0,0.0
control,1179,4,20,8,0.721928094887,99.25
control,1102,1,17,12,0.721928094887,99.75
control,17034,8,50,3,1.37131468865,40.1388888889
control,1873,4,16,25,0.529360865287,94.9722222222
control,963,1,25,54,0.0,0.0
control,2211,5,32,10,0.996118213778,68.0833333333
control,2555,7,31,45,0.874309554641,40.1111111111
control,16368,9,28,26,0.764114054554,5.75
control,1662,2,7,23,0.0,0.0
control,2244,3,43,23,1.15854883189,73.9722222222
control,20607,8,3,30,2.16154193334,93.1111111111
control,2664,6,3,36,1.37131468865,77.0277777778
control,6946,9,5,37,2.3379065701,89.7222222222
control,1527,2,6,38,0.0,0.0
control,6898,8,10,37,1.73366068969,63.4166666667
control,1430,1,10,51,0.0,0.0
control,2219,7,20,58,0.884183719779,72.6111111111
control,2163,6,7,34,0.639556365374,70.9722222222
control,1796,4,0,39,0.996791631982,94.9166666667
control,2074,5,7,45,1.66053327706,95.7777777778
control,2090,3,4,41,1.66631371386,96.1666666667
control,1228,2,0,22,0.836640741941,79.5833333333
control,1588,5,12,47,0.85545081056,58.3055555556
control,1330,4,13,22,0.795040279385,72.8055555556
control,2111,3,15,20,1.02631371386,40.9166666667
control,427,1,8,24,0.402179190202,93.9166666667
control,1563,6,59,0,0.0,0.0
control,5230,9,39,46,1.01543127956,26.1111111111
control,16723,8,54,13,1.45131468865,51.6666666667
control,1767,7,7,23,1.40151018874,83.8333333333
control,5408,7,1,42,0.747584679825,24.6111111111
control,4502,3,0,26,1.60493559474,91.3611111111
control,3674,6,13,39,0.874309554641,45.9444444444
control,2240,4,43,22,0.970950594455,94.0277777778
control,1241,1,22,36,0.0,0.0
control,17190,9,30,11,1.56151018874,68.5833333333
control,3190,5,8,50,1.31999583875,92.6666666667
control,26529,8,16,2,1.32151018874,42.1111111111
control,1492,2,22,1,0.0,0.0
control,2710,6,26,18,1.13131468865,83.5833333333
control,3097,8,35,46,1.22523577947,46.2777777778
control,2659,5,49,36,0.721928094887,49.1944444444
control,1399,2,55,1,0.0,0.0
control,3100,7,27,49,1.48151018874,63.8333333333
control,2156,4,56,7,0.85545081056,82.2222222222
control,962,1,38,36,0.0,0.0
control,2521,3,39,27,0.794309554641,57.2222222222
control,10677,9,14,11,1.67933083224,70.6111111111
control,3358,7,3,27,0.402179190202,2.16666666667
control,1529,2,52,44,0.0,0.0
control,2092,4,26,17,0.529360865287,96.2777777778
control,2326,3,26,2,0.95104566058,86.25
control,10350,9,52,25,0.402179190202,0.694444444444
control,2056,1,31,12,0.0,0.0
control,3195,6,2,27,1.73701481125,93.0555555556
control,5723,8,40,26,2.20943203625,96.0555555556
control,2929,5,28,43,0.866313713865,43.1666666667
control,2126,6,35,43,0.482179190202,39.2222222222
control,2648,7,33,35,0.874309554641,28.2222222222
control,12505,8,2,4,2.02952633232,80.4166666667
control,12553,9,5,14,1.81134643325,69.9722222222
control,961,1,46,55,0.0,0.0
control,1147,2,43,12,0.0,0.0
control,1479,4,40,10,0.942683189255,95.8888888889
control,3208,5,12,25,1.84229218908,81.6111111111
control,2048,3,57,37,1.09712456976,80.25
control,2789,7,0,14,1.24194603221,66.1388888889
control,96181,8,40,39,1.67418595764,77.2777777778
control,1438,4,17,42,0.721928094887,95.2222222222
control,68890,9,32,0,1.53291456398,70.5833333333
control,2256,6,47,55,0.874309554641,36.0
control,1336,2,14,45,0.634309554641,98.4166666667
control,1556,3,14,37,1.55352095113,98.7222222222
control,1618,5,22,44,1.17712456976,91.3611111111
control,814,1,24,43,0.0,0.0
control,916,2,31,20,0.0,0.0
control,908,1,27,14,0.0,0.0
control,2721,8,10,28,1.2994705708,70.3333333333
control,2061,7,47,30,0.996118213778,42.3333333333
control,1602,6,31,30,2.04092427723,97.3888888889
control,11202,9,5,50,1.29131468865,47.3055555556
control,853,4,32,12,0.0,0.0
control,1684,5,14,23,1.82904103608,94.1944444444
control,1413,3,23,35,0.970950594455,77.9722222222
control,2392,3,53,17,0.998845535995,78.8333333333
control,2648,6,40,5,1.18296619547,76.6666666667
control,3777,7,49,4,1.14523577947,58.6111111111
control,5982,8,28,7,1.97972183241,90.0833333333
control,2416,5,58,31,1.35272419562,88.0833333333
control,2037,4,18,36,0.989587521222,93.9444444444
control,5983,9,28,7,1.92385618977,87.7777777778
control,1123,1,50,1,0.0,0.0
control,1672,2,6,41,0.904381457724,95.4722222222
control,2538,4,50,14,0.85545081056,55.1111111111
control,4107,7,43,13,1.37131468865,63.7777777778
control,2351,2,41,25,0.989587521222,89.1944444444
control,23258,8,15,40,1.24399045755,54.8888888889
control,4099,6,13,27,1.32092427723,61.8055555556
control,2925,5,47,16,1.02111918856,74.1111111111
control,12475,9,38,55,1.09543127956,44.5277777778
control,1484,1,9,26,0.0,0.0
control,4434,3,9,29,1.98504641728,94.3888888889
control,3786,7,29,26,1.88735181444,82.0277777778
control,2478,5,58,50,1.31903527434,68.1111111111
control,1651,2,24,44,0.0,0.0
control,2643,3,32,27,0.874309554641,33.7222222222
control,769,1,27,3,0.0,0.0
control,16051,9,51,7,1.02631371386,19.6666666667
control,1743,4,31,34,0.904381457724,82.9166666667
control,2732,6,27,25,1.14523577947,47.6111111111
control,23705,8,55,26,1.67533621343,73.7777777778
control,5382,9,26,11,1.64514071335,71.3888888889
control,902,1,17,37,0.0,0.0
control,2091,5,7,56,0.916118213778,68.3055555556
control,1277,2,20,37,0.0,0.0
control,3647,8,40,6,1.56151018874,66.1666666667
control,2308,6,1,30,1.37095059445,74.6388888889
control,1729,4,11,37,1.46190118891,99.5
control,2434,7,16,31,1.10631371386,43.0833333333
control,2114,3,5,38,1.59170568882,90.7222222222
control,2228,4,53,16,0.904381457724,96.6944444444
control,2599,5,58,10,1.39176014818,77.6944444444
control,37194,8,3,14,1.10631371386,27.3611111111
control,907,1,32,27,0.0,0.0
control,37195,9,3,14,1.33543127956,46.3888888889
control,2429,6,55,18,0.764114054554,84.1388888889
control,2467,3,52,29,1.33972183241,92.6388888889
control,2443,7,58,17,1.29176014818,92.5277777778
control,1573,2,55,35,0.0,0.0
control,2348,3,36,28,1.03504027938,78.1388888889
control,1370,1,16,39,0.0,0.0
control,2087,6,19,29,0.95104566058,90.5833333333
control,3192,7,35,14,0.95104566058,34.1111111111
control,17352,8,53,50,1.81366068969,84.3888888889
control,1909,2,17,28,0.942683189255,95.0833333333
control,66357,9,37,50,1.62438145772,75.0833333333
control,2139,5,8,23,0.764114054554,77.9444444444
control,1985,4,7,24,0.970950594455,95.0833333333
control,1312,1,11,42,0.0,0.0
control,3911,3,38,35,1.39999583875,63.75
control,3532,7,23,4,1.10631371386,46.5555555556
control,1658,4,7,48,1.12385618977,99.25
control,2405,5,22,20,0.529360865287,30.1388888889
control,88190,8,13,25,0.639556365374,3.94444444444
control,3704,6,16,6,1.46438145772,72.3611111111
control,1593,2,23,35,0.634309554641,88.3333333333
control,49888,9,4,20,0.954309554641,13.9166666667
control,1900,6,13,33,1.74504641728,91.3333333333
control,33766,8,58,20,0.884183719779,10.6111111111
control,2023,3,38,37,1.22438145772,59.2777777778
control,1789,5,13,4,1.40151018874,83.6388888889
control,1044,1,10,11,0.0,0.0
control,2208,7,1,41,1.6166422781,77.5
control,5662,9,5,28,0.719556365374,10.7222222222
control,1482,2,8,18,0.989587521222,96.8333333333
control,1057,4,47,9,0.0,0.0
control,2765,3,19,39,1.47173743342,87.0833333333
control,2963,5,24,41,1.2905644329,73.1111111111
control,2563,7,24,56,1.51533621343,95.6111111111
control,12647,8,16,4,1.22523577947,47.6388888889
control,12329,9,31,38,1.70438145772,86.9444444444
control,1933,2,25,53,0.0,0.0
control,1716,1,10,45,0.0,0.0
control,2149,4,28,56,0.998845535995,99.5277777778
control,2892,6,16,31,0.794309554641,52.8055555556
control,1996,3,43,44,1.74337265808,95.9166666667
control,2374,5,37,42,1.67962753634,76.6944444444
control,4694,8,35,59,1.37527936554,53.1944444444
control,1180,2,50,59,0.0,0.0
control,1930,6,50,28,1.26111918856,84.3888888889
control,1428,4,48,50,1.38825903574,98.8333333333
control,1928,7,48,44,0.794309554641,59.8055555556
control,1063,1,36,48,0.0,0.0
control,8629,9,5,59,1.55893853235,67.6111111111
control,3742,8,24,23,2.87829757028,99.9444444444
control,3324,7,11,1,1.31903527434,63.0555555556
control,837,1,13,48,0.0,0.0
control,6028,9,32,24,0.874309554641,9.97222222222
control,2446,6,38,8,1.31085629839,97.8611111111
control,2055,4,58,21,0.468995593589,73.0833333333
control,2346,3,42,2,0.721928094887,71.3888888889
control,790,2,4,30,0.0,0.0
control,2929,5,17,8,1.14523577947,69.4166666667
control,74517,9,12,31,1.92385618977,10.4722222222
control,2481,5,52,55,0.0,0.0
control,62184,8,17,45,2.56229218908,47.0
control,1445,2,36,40,0.85545081056,92.25
control,2841,6,30,42,0.402179190202,24.6111111111
control,1329,4,32,44,0.970950594455,98.6388888889
control,12030,7,19,27,2.88321569253,96.75
control,934,1,28,57,0.0,0.0
control,7193,3,51,34,2.56888407054,98.7222222222
control,3702,3,35,22,0.529360865287,38.3611111111
control,16206,9,50,19,1.25543127956,23.6111111111
control,811,1,33,15,0.0,0.0
control,92436,8,1,15,1.88222871891,62.6944444444
control,2422,5,20,7,1.95508495182,99.0
control,8367,7,6,46,0.95104566058,21.0
control,1616,4,28,7,0.795040279385,98.5277777778
control,4431,6,15,45,1.63485091719,80.3888888889
control,1434,2,29,3,0.0,0.0
control,43838,9,58,58,1.3244602933,49.8888888889
control,1150,5,12,56,0.0,0.0
control,1225,3,4,57,1.2177968116,97.6944444444
control,1669,7,2,50,1.5394705708,80.5277777778
control,1096,4,8,52,0.242292189082,94.4722222222
control,733,1,1,27,0.0,0.0
control,1266,6,4,57,0.85545081056,90.3611111111
control,957,2,13,52,0.0,0.0
control,27248,8,53,14,1.5394705708,62.1666666667
control,2904,5,28,10,2.08170627757,98.75
control,1909,2,43,24,0.0,0.0
control,3320,6,32,5,1.51326968952,94.1944444444
control,2111,4,49,24,0.904381457724,96.8611111111
control,3147,3,47,54,0.866313713865,50.4166666667
control,2886,7,38,58,0.921928094887,64.9444444444
control,5132,9,57,32,1.83533621343,90.9722222222
control,12229,8,32,11,0.482179190202,1.22222222222
control,2037,1,44,28,0.989587521222,99.4166666667
control,4762,3,40,9,0.402179190202,2.47222222222
control,964,2,9,12,0.0,0.0
control,1265,4,1,51,0.881290899231,96.6111111111
control,1514,7,3,54,0.721928094887,77.9444444444
control,1820,5,26,5,0.764114054554,44.4444444444
control,2229,6,16,15,0.874309554641,43.9722222222
control,32057,9,13,14,1.57366068969,78.4444444444
control,745,1,1,31,0.0,0.0
control,17692,8,12,51,1.97972183241,96.8611111111
control,3694,6,38,53,1.74504641728,93.6111111111
control,3175,5,13,48,0.634309554641,71.9722222222
control,3954,3,32,55,1.51533621343,94.1388888889
control,5316,9,27,23,1.10631371386,22.3611111111
control,2957,4,9,50,0.634309554641,91.1388888889
control,3970,7,27,58,1.45677964945,89.1666666667
control,5315,8,27,23,0.874309554641,10.7777777778
control,2420,2,2,18,0.0,0.0
control,1774,1,56,57,0.0,0.0
control,6136,8,14,30,1.24399045755,39.5833333333
control,2662,3,52,10,0.639556365374,11.2777777778
control,1755,4,8,55,1.5413152774,99.3888888889
control,2076,5,2,52,1.24151018874,93.75
control,3425,9,38,9,2.02952633232,81.3333333333
control,3044,7,39,28,1.59933083224,68.6666666667
control,2661,6,27,39,1.14523577947,42.1666666667
control,852,1,11,44,0.0,0.0
control,895,2,1,53,0.0,0.0
control,1300,4,44,58,0.811278124459,98.75
control,1372,1,45,58,0.609840304716,96.3888888889
control,2142,5,6,33,0.794309554641,53.0555555556
control,1676,3,37,35,0.634309554641,77.4444444444
control,2345,6,32,58,1.45677964945,77.4444444444
control,42584,9,7,44,1.43366245423,56.5
control,25600,8,23,13,1.40151018874,44.3333333333
control,2582,7,49,36,1.10631371386,40.4722222222
control,1126,2,45,58,0.0,0.0
control,24147,9,55,38,1.14523577947,28.2222222222
control,1768,4,50,11,1.31085629839,99.6388888889
control,2458,3,37,32,1.88307418943,90.6111111111
control,2632,6,49,46,1.3705644329,65.75
control,3032,7,40,13,1.17712456976,40.5833333333
control,1149,1,53,43,0.0,0.0
control,2036,5,46,5,0.904381457724,80.3055555556
control,1482,2,57,34,0.0,0.0
control,19792,8,38,39,0.954309554641,15.25
control,5466,7,50,24,1.27326968952,56.0833333333
control,2475,2,14,2,0.0,0.0
control,4068,3,17,13,0.721928094887,27.1388888889
control,19007,8,48,58,0.747584679825,6.38888888889
control,3813,5,56,18,1.33972183241,87.8055555556
control,3353,6,19,9,0.0,0.0
control,3418,4,17,12,0.0,0.0
control,16068,9,46,36,1.73134643325,90.25
control,1719,1,59,3,0.0,0.0
control,1303,2,14,34,0.0,0.0
control,1619,4,14,25,0.85545081056,93.1944444444
control,2358,5,21,18,0.639556365374,40.8333333333
control,8141,8,12,31,1.43366245423,71.9166666667
control,3403,7,47,15,0.0,0.0
control,2708,6,16,7,1.02631371386,56.8055555556
control,1122,1,47,40,0.0,0.0
control,16884,9,38,1,1.7166422781,79.6111111111
control,5198,3,57,59,1.03892059503,42.5833333333
control,3674,3,45,49,1.22438145772,41.1388888889
control,1139,1,50,20,0.0,0.0
control,2679,5,20,18,1.84488945173,98.6388888889
control,19791,8,15,22,1.59418595764,60.1944444444
control,3433,7,11,27,0.639556365374,8.61111111111
control,1822,4,18,12,0.529360865287,99.0555555556
control,1957,2,19,10,0.634309554641,98.0833333333
control,7075,9,23,57,2.35341119262,93.0833333333
control,3444,6,37,41,1.68385618977,79.3333333333
control,3235,9,36,10,1.24151018874,32.7777777778
control,2142,5,34,12,1.43962753634,89.1111111111
control,2066,6,37,14,0.916118213778,75.2222222222
control,1814,4,41,7,0.989587521222,97.3611111111
control,1434,2,5,59,0.0,0.0
control,980,1,44,48,0.0,0.0
control,2124,3,18,18,0.639556365374,54.1666666667
control,2529,8,3,25,1.92154193334,92.5
control,2654,7,8,17,0.794309554641,32.7222222222
control,1984,1,25,51,0.0,0.0
control,2900,5,37,51,1.3834651896,91.7222222222
control,4228,6,2,4,0.795040279385,14.6944444444
control,4596,7,47,7,1.66053327706,79.7777777778
control,4932,3,33,26,1.37131468865,54.1388888889
control,5073,9,35,41,1.29131468865,45.3333333333
control,5204,8,37,38,2.13868857045,84.5
control,2428,2,22,57,0.904381457724,92.8611111111
control,2514,4,28,58,0.568995593589,84.4444444444
control,2243,4,22,37,0.989587521222,97.0555555556
control,2717,5,5,38,1.2994705708,78.5555555556
control,11386,7,25,20,1.25543127956,71.25
control,2136,2,23,40,0.242292189082,91.5833333333
control,69508,9,17,38,1.09543127956,21.1111111111
control,1432,1,55,45,0.0,0.0
control,57772,8,40,27,1.76385618977,81.0555555556
control,4374,6,26,31,1.96151018874,92.8055555556
control,4729,3,55,18,1.75533621343,86.0555555556
control,5999,3,7,34,1.5394705708,72.5
control,26315,8,4,52,1.31999583875,56.6388888889
control,39559,9,59,44,1.56280663169,69.4166666667
control,4234,5,55,29,1.22438145772,63.9166666667
control,1917,4,33,39,0.0,0.0
control,4896,7,6,57,0.719556365374,16.8611111111
control,1482,1,50,58,0.0,0.0
control,5676,6,3,14,0.996118213778,34.3333333333
control,2013,6,47,42,2.66849307036,99.6666666667
control,905,1,7,54,0.721928094887,92.75
control,845,4,10,56,0.970950594455,96.75
control,919,2,13,54,0.942683189255,96.6111111111
control,2620,7,48,1,0.568995593589,3.13888888889
control,49216,8,38,32,2.02952633232,88.0555555556
control,1863,3,17,38,1.24399045755,48.6944444444
control,4826,9,51,5,1.87485091719,77.6666666667
control,1177,5,20,59,1.23664074194,86.5
control,62554,9,53,4,1.48151018874,42.7777777778
control,1918,5,41,17,0.242292189082,10.0277777778
control,14632,3,12,1,0.747584679825,18.1944444444
control,1448,4,36,19,0.942683189255,90.4444444444
control,4855,7,11,10,1.96735181444,96.6388888889
control,6316,6,52,18,0.529360865287,5.58333333333
control,1537,2,34,18,1.46190118891,99.2222222222
control,61545,8,36,30,1.57366068969,69.0833333333
control,653,1,36,33,0.998845535995,99.3888888889
control,26612,9,27,17,1.33543127956,47.5555555556
control,3030,3,36,18,1.60385618977,90.3888888889
control,1522,1,16,16,0.0,0.0
control,3237,6,28,46,1.02631371386,50.25
control,2357,4,53,1,0.609840304716,97.4166666667
control,2454,5,51,5,1.35933083224,98.1666666667
control,2565,7,38,8,0.989587521222,94.8611111111
control,1023,2,46,20,0.0,0.0
control,23300,8,18,11,0.639556365374,3.80555555556
control,36835,8,23,42,0.719556365374,3.69444444444
control,1444,1,53,51,0.0,0.0
control,2808,5,3,46,0.529360865287,20.7777777778
control,2394,3,33,59,0.721928094887,61.6666666667
control,2450,6,31,42,1.25972183241,90.6111111111
control,3191,7,37,52,2.01883007356,96.7777777778
control,1361,2,53,51,0.0,0.0
control,2158,4,49,49,1.42696081427,98.8611111111
control,6620,9,33,23,0.482179190202,3.27777777778
control,1550,1,2,34,0.0,0.0
control,13013,9,21,43,1.02631371386,20.2777777778
control,1847,4,11,9,0.942683189255,97.6388888889
control,2677,8,36,8,1.31999583875,75.5833333333
control,2129,5,4,23,1.03504027938,87.3888888889
control,1994,3,13,7,0.874309554641,92.4722222222
control,2488,7,23,26,0.794309554641,54.7777777778
control,2055,6,15,17,0.95104566058,90.3888888889
control,1603,2,8,17,0.0,0.0
control,3411,8,50,38,1.10631371386,20.9444444444
control,2296,5,11,4,1.49868857045,90.2222222222
control,3475,6,38,20,1.95692965842,75.7222222222
control,2888,7,38,38,2.37469395165,98.5277777778
control,3913,9,28,22,1.45131468865,60.7222222222
control,2473,3,27,25,1.07832207955,60.8055555556
control,1812,4,7,16,0.721928094887,60.3333333333
control,893,1,24,43,0.0,0.0
control,1927,2,18,14,0.634309554641,40.3611111111
control,1197,1,18,34,0.0,0.0
control,1249,4,37,2,0.0,0.0
control,2266,6,40,22,1.74337265808,90.8055555556
control,2368,7,33,37,1.46438145772,74.3888888889
control,1862,5,36,3,0.916118213778,77.1944444444
control,20438,9,36,39,1.48151018874,52.7222222222
control,8326,8,19,22,2.05972183241,93.3055555556
control,1005,2,28,1,0.0,0.0
control,1891,3,45,10,0.996118213778,81.5277777778
control,2015,4,42,0,1.33826892808,98.1666666667
control,1966,3,59,9,0.836640741941,90.5277777778
control,15755,9,43,37,1.24399045755,55.1944444444
control,2425,5,21,7,1.82545139931,95.1944444444
control,1280,1,57,12,0.0,0.0
control,33885,8,41,55,1.10631371386,26.4166666667
control,1749,2,56,18,0.242292189082,84.1944444444
control,3152,7,14,15,0.529360865287,14.5
control,2257,6,55,8,2.11740581143,99.4722222222
control,4976,5,14,56,1.44385618977,90.9166666667
control,1900,1,31,54,0.0,0.0
control,12579,7,57,46,1.17712456976,61.8888888889
control,4118,4,18,56,0.85545081056,75.8888888889
control,24655,9,41,55,1.31999583875,46.5833333333
control,1492,2,42,24,0.0,0.0
control,13159,3,12,47,2.25524191736,98.6111111111
control,37441,8,29,45,1.56151018874,74.7777777778
control,9710,6,16,35,1.40399045755,84.7777777778